,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,kitchen_clusterized,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,state_building_clusterized,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
2396,17014000,126000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6890,50.0097508,5.1978245,1944,142,1470,4,4,SEMI_EQUIPPED,Yes,0,1,0,0,1,,0,0,TO_RENOVATE,No,509,F,FUELOIL,1,443,,left_only
2400,36707000,126900,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4800,50.587009,5.866607,,33,,,1,SEMI_EQUIPPED,Yes,0,0,0,0,0,0,0,1,MISSING,MISSING,,C,GAS,1,,,left_only
2403,31191000,127000,APARTMENT,APARTMENT,Wallonia,Liège,Verviers,4800,50.5830892,5.8392459,,96,,3,3,INSTALLED,Yes,0,0,1,17,0,0,0,1,TO_BE_DONE_UP,No,233,C,GAS,1,491,,left_only
2436,20739000,128000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7600,,,,176,0,2,2,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,MISSING,0,,,left_only
2462,39054000,129000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2155133,2.8859437,1930,69,,,2,SEMI_EQUIPPED,Yes,0,0,0,0,0,0,0,0,MISSING,MISSING,553,F,MISSING,1,267,,left_only
2467,2204000,129000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1853756,2.8101822,,,,,1,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,225,C,ELECTRIC,1,577,,left_only
2483,49641000,129000,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,50.6103194,3.3957149,,94,,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,No,202,C,GAS,1,1075,,left_only
2512,69991000,129000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1070,50.8373045,4.2882711,1996,25,,2,0,INSTALLED,Yes,0,0,0,0,0,0,0,1,MISSING,MISSING,259,E,ELECTRIC,1,721,,left_only
2524,49552000,129000,APARTMENT,GROUND_FLOOR,Flanders,West Flanders,Oostend,8400,51.2329663,2.9419039,2008,,,2,1,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,619,,left_only
2568,8486000,129000,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,50.7532543,3.2031837,,,0,2,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,311,D,MISSING,1,429,,left_only
2594,66052000,129000,HOUSE,HOUSE,Wallonia,Liège,Liège,4420,50.626386,5.5397676,1950,68,148,2,2,NOT_INSTALLED,No,0,0,1,20,1,70,0,0,GOOD,Yes,343,E,GAS,1,666,,left_only
2597,22888000,129000,HOUSE,HOUSE,Wallonia,Liège,Liège,4682,,,,90,435,4,3,MISSING,MISSING,0,0,0,0,1,329,0,1,TO_RENOVATE,No,660,G,PELLET,1,,,left_only
2660,31478000,130000,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7860,50.7116706,3.8354485,,,,,2,INSTALLED,Yes,0,0,1,,0,0,0,1,MISSING,MISSING,178,C,GAS,0,899,,left_only
2676,11919000,130000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,,,,80,,2,2,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,GOOD,Yes,712,G,ELECTRIC,1,809,,left_only
2730,39434000,130000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6001,,,,165,80,,3,INSTALLED,Yes,0,0,1,10,0,0,0,1,MISSING,MISSING,288,D,GAS,0,,,left_only
2739,45086000,130000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6061,50.4125546,4.4544285,,160,119,3,2,SEMI_EQUIPPED,Yes,0,0,1,,0,0,0,0,GOOD,Yes,390,E,GAS,1,692,,left_only
2745,41777000,130000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7012,50.4387278,3.8904829,,118,235,2,3,MISSING,MISSING,0,0,1,25,1,139,0,1,TO_BE_DONE_UP,No,361,E,GAS,1,,,left_only
2748,20272000,130000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7033,50.4460204,3.9291618,,167,0,3,4,SEMI_EQUIPPED,Yes,0,0,0,0,1,185,0,1,TO_RENOVATE,No,472,F,FUELOIL,1,818,,left_only
2762,17325000,130000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7340,,,,95,0,3,2,NOT_INSTALLED,No,0,0,1,,0,0,0,1,TO_RENOVATE,No,583,G,MISSING,0,,,left_only
2779,71469000,130000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7860,50.7075445,3.8335255,,120,136,3,4,NOT_INSTALLED,No,0,0,0,0,0,0,0,1,GOOD,Yes,268,D,GAS,1,443,,left_only
2825,71306000,132500,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8420,51.2800078,3.0525028,2014,18,,,1,MISSING,MISSING,0,0,0,0,0,0,1,1,GOOD,Yes,,MISSING,MISSING,0,,,left_only
2871,67438000,135000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,,,,,,,0,MISSING,MISSING,0,0,1,7,0,0,0,1,JUST_RENOVATED,Yes,259,E,GAS,1,726,,left_only
2878,51764000,135000,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9051,51.0236314,3.6944542,1996,63,,2,1,NOT_INSTALLED,No,0,1,1,,0,0,0,0,GOOD,Yes,373,D,ELECTRIC,0,,,left_only
2893,10674000,135000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6020,50.4193875,4.4234834,1978,71,,2,2,INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,132,B,GAS,1,936,,left_only
2896,20036000,135000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6060,,,,160,,,1,INSTALLED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,512,G,MISSING,1,,,left_only
2897,59324000,135000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6200,,,2009,80,,2,2,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,329,D,GAS,1,,,left_only
2934,34428000,135000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5030,,,,70,,2,1,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,GOOD,Yes,239,C,GAS,1,,,left_only
2937,14290000,135000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,50.450866,4.891094,1874,47,,3,1,INSTALLED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,357,E,GAS,1,587,,left_only
2945,55825000,135000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1060,,,1940,30,,,0,MISSING,MISSING,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,No,316,F,GAS,1,607,,left_only
2947,31296000,135000,APARTMENT,FLAT_STUDIO,Brussels-Capital,Brussels,Brussels,1060,,,,28,,2,0,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,TO_RENOVATE,No,,MISSING,GAS,1,,,left_only
2960,61018000,135000,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8400,51.2170496,2.8828515,2001,35,,2,0,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,411,E,ELECTRIC,1,,,left_only
2977,25596000,135000,APARTMENT,KOT,Flanders,Flemish Brabant,Leuven,3000,50.888912,4.7014459,,16,,4,1,HYPER_EQUIPPED,Yes,1,0,1,,0,0,0,1,GOOD,Yes,77,A,GAS,1,279,,left_only
3049,78179000,135000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7012,,,,167,320,2,4,MISSING,MISSING,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,No,268,D,GAS,1,535,,left_only
3063,22531000,135000,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,159,170,3,2,INSTALLED,Yes,0,0,1,,1,65,0,0,TO_BE_DONE_UP,No,472,F,GAS,1,498,,left_only
3093,61152000,135000,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.5860799,5.5050916,1918,110,125,3,4,SEMI_EQUIPPED,Yes,0,0,1,,0,0,0,0,GOOD,Yes,435,F,GAS,1,431,,left_only
3112,15017000,135000,HOUSE,HOUSE,Wallonia,Namur,Namur,5060,,,,110,388,3,2,INSTALLED,Yes,0,0,1,,0,0,0,1,GOOD,Yes,284,D,GAS,1,359,,left_only
3138,49191000,137000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7041,50.3769176,4.0329673,,200,680,2,3,MISSING,MISSING,0,0,1,20,1,500,0,0,TO_RENOVATE,No,,MISSING,MISSING,1,,,left_only
3141,3567000,137000,HOUSE,HOUSE,Wallonia,Liège,Verviers,4860,50.571014,5.8208615,1918,134,758,2,3,INSTALLED,Yes,0,0,1,32,1,500,0,1,TO_BE_DONE_UP,No,352,E,PELLET,1,329,,left_only
3150,100000,137500,APARTMENT,KOT,Flanders,Flemish Brabant,Leuven,3000,50.8886958,4.702594,,17,,4,1,MISSING,MISSING,0,0,0,0,0,0,0,1,AS_NEW,Yes,77,A,MISSING,0,279,,left_only
3273,54588000,139000,APARTMENT,DUPLEX,Wallonia,Liège,Verviers,4800,50.5895262,5.8583088,,111,,2,3,INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,193,C,GAS,1,,,left_only
3301,25384000,139000,HOUSE,CHALET,Wallonia,Liège,Liège,4920,50.465431,5.7254852,1963,63,588,4,1,SEMI_EQUIPPED,Yes,0,0,1,,0,0,0,1,TO_BE_DONE_UP,No,1002,G,ELECTRIC,1,299,,left_only
3303,61993000,139000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9400,50.8378559,4.0167815,,141,0,,2,INSTALLED,Yes,0,0,0,0,0,0,0,0,TO_RENOVATE,No,636,F,CARBON,0,,,left_only
3316,78540000,139000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9130,51.291974,4.1653652,,150,118,2,3,MISSING,MISSING,0,0,0,0,1,40,0,0,TO_RENOVATE,No,1128,F,MISSING,0,396,,left_only
3353,48945000,139000,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,115,168,2,3,SEMI_EQUIPPED,Yes,0,0,1,,1,90,0,0,TO_BE_DONE_UP,No,234,C,GAS,1,374,,left_only
3405,4896000,139000,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6929,50.0020448,5.0167267,1900,117,350,3,3,NOT_INSTALLED,No,0,0,1,,1,250,0,0,TO_RENOVATE,No,543,G,GAS,1,344,,left_only
3419,71834000,139000,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Liège,4101,50.6170959,5.5071522,,106,65,2,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,329,D,GAS,1,1167,,left_only
3432,3513000,139500,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6001,,,,125,0,3,3,MISSING,MISSING,0,0,1,,0,0,0,1,GOOD,Yes,420,E,MISSING,1,327,,left_only
3441,6658000,139900,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8370,51.315049,3.1290651,,,,1,0,INSTALLED,Yes,0,0,0,0,0,0,0,0,MISSING,MISSING,115,B,GAS,0,535,,left_only
3467,29863000,140000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1080,50.8558476,4.3330539,1930,62,,2,1,MISSING,MISSING,0,1,0,0,0,0,0,1,TO_BE_DONE_UP,No,327,F,MISSING,1,,,left_only
3534,78871000,140000,APARTMENT,FLAT_STUDIO,Wallonia,Walloon Brabant,Nivelles,1435,50.637903,4.612237,1900,50,,2,1,INSTALLED,Yes,0,0,1,10,0,0,0,0,TO_BE_DONE_UP,No,501,F,ELECTRIC,1,,,left_only
3547,65208000,140000,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Liège,Huy,4590,50.4189295,5.4672181,,,6000,2,0,MISSING,MISSING,0,0,0,0,1,3000,0,0,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
3557,61780000,140000,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9100,51.1718302,4.1635254,,,85,2,2,MISSING,MISSING,0,0,0,0,0,0,0,0,TO_RENOVATE,No,791,F,GAS,0,334,,left_only
3559,21985000,140000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3600,50.9964147,5.5088635,1967,170,377,3,3,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,571,F,FUELOIL,0,832,,left_only
3586,74830000,140000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6200,50.3894849,4.5160171,1900,90,67,3,2,NOT_INSTALLED,No,0,0,1,,0,0,0,1,GOOD,Yes,544,G,PELLET,1,276,,left_only
3590,60297000,140000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7000,50.4531026,3.9304984,1919,120,115,2,4,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,TO_RENOVATE,No,283,D,GAS,1,463,,left_only
3597,55250000,140000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7080,,,,217,208,2,4,MISSING,MISSING,0,1,1,,0,0,0,1,TO_BE_DONE_UP,No,226,C,GAS,1,818,,left_only
3637,69695000,140000,HOUSE,HOUSE,Wallonia,Liège,Liège,4000,50.6454389,5.528445,,100,236,2,3,MISSING,MISSING,0,0,1,,1,165,0,1,TO_BE_DONE_UP,No,438,F,FUELOIL,1,556,,left_only
3675,70252000,140000,HOUSE,VILLA,Wallonia,Hainaut,Thuin,6470,50.1351467,4.2910642,,60,0,,4,NOT_INSTALLED,No,0,0,1,,0,0,0,1,MISSING,MISSING,911,G,ELECTRIC,0,,,left_only
3683,4730000,142000,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8434,51.173391,2.7811328,1977,37,,2,0,SEMI_EQUIPPED,Yes,1,0,1,3,0,0,0,0,GOOD,Yes,331,D,ELECTRIC,0,612,,left_only
3684,41463000,142000,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Veurne,8660,51.0970741,2.5757245,,,,,0,MISSING,MISSING,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,No,544,F,MISSING,0,,,left_only
3697,15548000,142500,HOUSE,HOUSE,Flanders,Limburg,Tongeren,3700,50.7750269,5.4550587,1935,130,260,2,3,SEMI_EQUIPPED,Yes,0,0,1,8,1,155,0,0,MISSING,MISSING,525,F,GAS,1,426,,left_only
3704,23242000,143000,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Oostend,8434,51.1700073,2.7788834,1970,37,,,0,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,155,B,MISSING,0,,,left_only
3705,1000000,143000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7423234,3.6154513,1913,142,90,2,4,MISSING,MISSING,0,0,0,0,1,3,0,0,TO_RENOVATE,No,558,F,ELECTRIC,1,,,left_only
3708,10108000,144000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8450,51.2473034,2.9633387,,59,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,217,C,MISSING,1,557,,left_only
3747,29747000,145000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.32215,4.9399338,,56,,2,1,SEMI_EQUIPPED,Yes,0,1,1,,0,0,0,1,GOOD,Yes,197,B,GAS,1,669,,left_only
3770,45412000,145000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2148344,2.906451,1969,97,,,3,INSTALLED,Yes,0,0,1,5,0,0,0,0,MISSING,MISSING,263,C,MISSING,1,1088,,left_only
3792,57572000,145000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mouscron,7700,,,,110,,,2,MISSING,MISSING,0,1,0,0,0,0,0,1,MISSING,MISSING,144,B,MISSING,0,867,,left_only
3853,77356000,145000,APARTMENT,GROUND_FLOOR,Wallonia,Hainaut,Charleroi,7181,,,,62,,3,1,INSTALLED,Yes,0,0,0,0,0,0,0,0,GOOD,Yes,323,D,ELECTRIC,1,356,,left_only
3871,58418000,145000,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9240,51.0733002,4.0402269,1945,102,52,2,2,NOT_INSTALLED,No,0,0,0,0,0,0,0,1,TO_RENOVATE,No,591,F,MISSING,1,267,,left_only
3877,49429000,145000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8049055,3.7618623,1949,,450,2,4,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,348,D,MISSING,0,820,,left_only
3903,18762000,145000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6060,,,,151,183,2,3,SEMI_EQUIPPED,Yes,0,1,1,22,1,73,0,0,GOOD,Yes,322,D,FUELOIL,1,371,,left_only
3912,23635000,145000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7040,50.3407048,3.9091682,,,0,,4,MISSING,MISSING,0,0,0,0,0,0,0,1,TO_RENOVATE,No,,MISSING,MISSING,0,,,left_only
3929,14507000,145000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,,,,120,200,2,3,MISSING,MISSING,0,0,0,0,1,100,0,1,TO_RESTORE,No,,G,MISSING,0,450,,left_only
3984,58123000,145000,HOUSE,HOUSE,Wallonia,Namur,Dinant,5543,50.1627461,4.8303754,,,199,3,2,INSTALLED,Yes,0,0,0,0,0,0,0,1,MISSING,MISSING,447,F,FUELOIL,1,,,left_only
4007,20573000,146500,APARTMENT,APARTMENT,Flanders,East Flanders,Oudenaarde,9700,50.8536782,3.6085169,2005,,,2,1,MISSING,MISSING,0,0,0,0,0,0,0,0,GOOD,Yes,483,E,ELECTRIC,1,630,,left_only
4008,64628000,146500,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7130,50.4189721,4.1701953,,,0,2,3,SEMI_EQUIPPED,Yes,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,No,459,F,MISSING,1,,,left_only
4019,44554000,147500,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6032,,,,60,,,1,INSTALLED,Yes,0,0,1,,0,0,0,1,GOOD,Yes,131,B,GAS,1,,,left_only
4030,47358000,148000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,,,,,,2,0,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,0,MISSING,MISSING,1,,,left_only
4139,55212000,149000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,51.3159347,3.1328994,,87,,,2,MISSING,MISSING,0,0,1,,0,0,0,0,GOOD,Yes,259,C,GAS,1,359,,left_only
4141,77236000,149000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8380,,,,82,,3,3,MISSING,MISSING,0,0,0,0,0,0,0,0,TO_RENOVATE,No,475,E,GAS,1,865,,left_only
4143,20744000,149000,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8500,50.8315837,3.2560033,1952,95,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,No,385,D,GAS,1,738,,left_only
4159,63447000,149000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8420,51.3010646,3.0773546,1963,52,,,1,MISSING,MISSING,0,0,0,0,0,0,0,1,TO_RENOVATE,No,341,D,ELECTRIC,1,,,left_only
4187,50870000,149000,APARTMENT,APARTMENT,Wallonia,Hainaut,Soignies,7100,50.4790706,4.2023599,1958,105,,3,2,INSTALLED,Yes,0,0,1,3,0,0,0,0,TO_RENOVATE,No,505,F,GAS,0,1549,,left_only
4212,55840000,149000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4430,50.6646163,5.5097416,,83,,2,2,SEMI_EQUIPPED,Yes,0,0,1,5,0,0,0,0,GOOD,Yes,314,D,GAS,1,892,,left_only
4227,27450000,149000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4623741,4.8381307,1974,73,,2,2,NOT_INSTALLED,No,0,0,0,0,0,0,0,0,GOOD,Yes,277,D,GAS,1,,,left_only
4230,44590000,149000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4717464,4.8626405,,51,,2,1,SEMI_EQUIPPED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,339,D,GAS,1,,,left_only
4237,60728000,149000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1400,,,,50,,,1,MISSING,MISSING,0,0,1,,0,0,0,1,AS_NEW,Yes,436,F,MISSING,0,,,left_only
4278,79377000,149000,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Charleroi,6020,,,,,0,2,0,MISSING,MISSING,0,0,0,0,0,0,0,1,GOOD,Yes,,MISSING,MISSING,1,2700,,left_only
4298,41039000,149000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9500,,,1930,100,50,2,3,USA_INSTALLED,Yes,0,0,0,0,0,0,0,1,GOOD,Yes,270,C,GAS,1,302,,left_only
4316,25676000,149000,HOUSE,HOUSE,Flanders,Limburg,Maaseik,3650,51.0213377,5.7459904,,,0,2,3,MISSING,MISSING,0,1,0,0,0,0,0,0,MISSING,MISSING,362,D,GAS,0,,,left_only
4342,57747000,149000,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6030,50.4140019,4.3944148,,,0,3,3,NOT_INSTALLED,No,0,0,0,0,0,0,0,1,GOOD,Yes,557,G,GAS,1,401,,left_only
4366,54440000,149000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7031,50.4311875,4.0502959,,160,252,4,3,INSTALLED,Yes,0,0,0,0,1,252,0,1,MISSING,MISSING,630,G,PELLET,0,476,,left_only
4399,39226000,149000,HOUSE,HOUSE,Wallonia,Liège,Huy,4550,50.5332085,5.4099158,1918,64,799,2,2,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,335,D,GAS,1,314,,left_only
4405,15573000,149000,HOUSE,HOUSE,Wallonia,Liège,Liège,4040,50.6760055,5.6147869,1930,95,285,3,2,INSTALLED,Yes,0,0,1,7,1,70,0,0,TO_RENOVATE,No,701,G,GAS,1,557,,left_only
4439,42119000,149000,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6724,49.7240026,5.5343068,1914,159,531,2,4,NOT_INSTALLED,No,0,0,0,0,1,450,0,1,TO_RENOVATE,No,625,G,FUELOIL,1,470,,left_only
4471,27905000,149500,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9280,51.0041484,4.1340597,,95,,,2,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,386,D,MISSING,0,,,left_only
4478,42581000,149500,APARTMENT,APARTMENT,Wallonia,Liège,Huy,4500,50.5192801,5.2342044,,95,,2,2,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,MISSING,MISSING,206,C,GAS,1,1,,left_only
4484,26152000,149500,APARTMENT,FLAT_STUDIO,Flanders,West Flanders,Brugge,8370,51.3162799,3.1400642,1976,,,2,0,MISSING,MISSING,0,0,1,,0,0,0,1,GOOD,Yes,648,F,MISSING,0,,,left_only
4487,8245000,149500,APARTMENT,KOT,Flanders,West Flanders,Kortrijk,8500,50.8247472,3.2711924,2023,23,,2,1,MISSING,MISSING,0,0,0,0,0,0,0,0,MISSING,MISSING,,MISSING,GAS,1,,,left_only
4506,67870000,149900,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8370,,,,,,2,2,SEMI_EQUIPPED,Yes,1,0,0,0,0,0,0,0,GOOD,Yes,283,C,GAS,1,395,,left_only
4507,5651000,149900,APARTMENT,APARTMENT,Flanders,West Flanders,Diksmuide,8600,51.0381765,2.8657151,,44,,,1,HYPER_EQUIPPED,Yes,0,0,0,0,0,0,0,0,MISSING,MISSING,,MISSING,GAS,1,,,left_only
4539,349000,150000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,,,,30,,,1,INSTALLED,Yes,1,1,0,0,1,,0,0,MISSING,MISSING,292,F,GAS,1,,,left_only
4573,31774000,150000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,6224,50.4660718,4.5876476,,53,,3,1,SEMI_EQUIPPED,Yes,0,1,0,0,0,0,0,1,GOOD,Yes,189,C,GAS,1,562,,left_only
4602,331000,150000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5150,,,1981,70,,4,2,INSTALLED,Yes,0,1,1,4,0,0,0,1,JUST_RENOVATED,Yes,497,F,ELECTRIC,1,825,,left_only
4646,6185000,150000,APARTMENT,TRIPLEX,Wallonia,Liège,Liège,4000,50.6536502,5.6058539,,74,,2,3,SEMI_EQUIPPED,Yes,0,0,1,51,0,0,0,0,TO_BE_DONE_UP,No,205,C,GAS,0,297,,left_only
4661,5530000,150000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1030,50.8572927,4.3729586,,70,0,2,2,NOT_INSTALLED,No,0,0,0,0,0,0,0,1,TO_RENOVATE,No,,MISSING,GAS,0,,,left_only
4672,62095000,150000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8063522,3.7698745,1956,159,162,,3,INSTALLED,Yes,0,0,0,0,0,0,0,0,TO_RENOVATE,No,536,F,GAS,0,508,,left_only
4675,65516000,150000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1745,50.9698305,4.1628708,1890,,168,3,3,NOT_INSTALLED,No,0,1,1,,1,50,0,0,TO_RESTORE,No,1075,F,MISSING,0,334,,left_only
4732,69590000,150000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7370,50.3965941,3.7821616,,,0,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,,MISSING,MISSING,0,,,left_only
4739,26322000,150000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7870,50.6035726,3.9348831,,,0,,2,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,401,E,MISSING,0,463,,left_only
4750,3654000,150000,HOUSE,HOUSE,Wallonia,Hainaut,Soignies,7850,50.6971581,4.0410841,,160,90,2,3,NOT_INSTALLED,No,0,0,0,0,1,32,0,0,TO_RENOVATE,No,642,G,MISSING,0,662,,left_only
4761,22167000,150000,HOUSE,HOUSE,Wallonia,Hainaut,Tournai,7603,50.501686,3.6138523,,,0,2,3,MISSING,MISSING,0,0,0,0,0,0,0,1,MISSING,MISSING,204,C,GAS,0,414,,left_only
4787,520000,150000,HOUSE,HOUSE,Wallonia,Liège,Liège,4630,50.6125256,5.7581432,,100,234,3,3,INSTALLED,Yes,0,0,1,22,1,36,0,0,TO_RENOVATE,No,552,G,MISSING,1,297,,left_only
4801,21399000,150000,HOUSE,HOUSE,Wallonia,Luxembourg,Virton,6720,49.7189311,5.5856778,,,0,2,2,MISSING,MISSING,0,0,1,,0,0,0,1,TO_RENOVATE,No,483,F,FUELOIL,0,317,,left_only
4853,44740000,150529,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4100,50.6139601,5.511525,2023,55,,,1,NOT_INSTALLED,No,0,0,1,5,0,0,0,1,AS_NEW,Yes,,MISSING,GAS,1,,,left_only
4899,9736000,154500,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.227051,2.9086924,2006,45,,,2,MISSING,MISSING,0,0,1,12,0,0,0,1,MISSING,MISSING,598,F,ELECTRIC,1,,,left_only
